user_id,emotion_id,emotion,log_id,X,Y,,,
121962,2132,Restless,250401,0.045941695,-0.544121117,,,
121968,2016,Responsible,251281,-0.16584866,-0.335391732,,,
121962,2754,Disbelief,250441,0.093524546,-0.153308622,,,
121968,54169,Interested,251321,-0.1875,0.029166667,,,
121962,1499,Thoughtful,250481,-0.100478149,0.060245873,,,
121968,1437,Busy,251361,-0.192083333,-0.68,,,
121962,1501,Interest,256761,-0.051750628,0.053502369,,,
121968,1878,Informed,254881,-0.049648975,0.18583724,,,
121962,54171,Surprised,256801,-0.076811003,-0.701810604,,,
121968,1830,Methodical,254921,-0.289973849,0.202565822,,,
121962,2131,Jittery,256841,0.169763578,-0.545608435,,,
121968,1736,Ready,254961,-0.45875,0.535,,,
121962,1501,Interest,260201,-0.051750628,0.053502369,,,
121968,2178,Tense,264281,0.1075,-0.469583333,,,
121962,1429,Fulfilled,260241,-0.29,-0.592083333,,,
121968,2082,Supportive,264321,-0.282708588,0.053396046,,,
121962,2141,Panicky,260281,0.442368242,-0.962351321,,,
121968,54168,Focused,264361,-0.291561021,-0.464424149,,,
121962,2241,Tired,260321,0.0475,0.605416667,,,
121968,1401,Kind,264401,-0.66625,0.03375,,,
121962,2243,Fatigued,260361,0.199444696,0.682573863,,,
121964,1514,Relaxed,260761,-0.457560068,0.83008608,,,
121968,1407,Patient,264441,-0.531666667,0.466666667,,,
121962,54172,Nervous,266801,0.051804421,-0.812371546,,,
121962,1504,Quiet,266841,-0.046666667,0.459583333,,,
121968,1475,Alive,274801,-0.190833333,-0.209166667,,,
121962,2241,Tired,274081,0.0475,0.605416667,,,
121968,2134,Worried,274841,0.040484754,-0.712613473,,,
121962,1506,Able,274121,-0.145416667,0.281666667,,,
121968,3011,Anxious,274881,0.077916667,-0.9275,,,
121962,1506,Able,274161,-0.145416667,0.281666667,,,
121968,1438,Pleased,274921,-0.565590817,0.192935363,,,
121962,2730,Down,276201,0.358436608,0.644094398,,,
121968,54168,Focused,274961,-0.291561021,-0.464424149,,,
121962,1463,Effective,276241,-0.231426355,-0.290595466,,,
121962,1430,Hopeful,276281,-0.385734073,-0.548946,,,
121962,1596,Fine,280441,-0.207083333,0.802083333,,,
121962,1589,Rational,280481,-0.186801978,-0.345816776,,,
121964,1390,Appreciated,278401,-0.925482039,0.107774053,,,
121962,1735,Productive,281761,-0.545653529,-0.454313721,,,
121962,1514,Relaxed,281801,-0.457560068,0.83008608,,,
121962,2241,Tired,281841,0.0475,0.605416667,,,
121964,54161,Content,299961,-0.951802439,0.542404995,,,
121962,54237,Fresh,303201,-0.0125,-0.2125,,,
121968,1369,Optimistic,309481,-0.963315931,-0.211659282,,,
121962,3011,Anxious,303161,0.077916667,-0.9275,,,
121962,2704,Cautious,303881,0.046666667,0.092083333,,,
121964,1407,Patient,306481,-0.531666667,0.466666667,,,
121962,2183,Apprehensive,310001,0.355099044,-0.208514153,,,
121962,1735,Productive,310041,-0.545653529,-0.454313721,,,
121962,1371,Resolute,310121,-0.072083333,-0.220416667,,,
121962,2156,Skeptical,339721,0.160833333,0.028333333,,,
121962,2766,Pathetic,342921,0.455939976,0.782755262,,,
121964,1514,Relaxed,343161,-0.457560068,0.83008608,,,
121962,2241,Tired,346441,0.0475,0.605416667,,,
121962,1708,Equilibrium,347361,-0.208966418,0.155142707,,,
121962,2704,Cautious,416561,0.046666667,0.092083333,,,
121962,2196,Wary,417361,0.140548497,0.032047853,,,
121962,1641,Lovely,420201,-0.942269931,0.297515054,,,
121962,2209,Uncertain,419161,0.18520435,0.469242999,,,
121962,2564,Fed up,424001,0.053685017,0.582191527,,,
121968,2241,Tired,424241,0.0475,0.605416667,,,
121962,2395,Overwhelmed,426121,0.594507399,0.64256027,,,
121968,2704,Cautious,425121,0.046666667,0.092083333,,,
121962,2732,Dread,426561,0.428989172,0.914818275,,,
121962,54172,Nervous,133401,0.051804421,-0.812371546,,,
121962,1430,Hopeful,133121,-0.385734073,-0.548946,,,
121962,2693,Lazy,136441,0.346064713,0.923219471,,,
121962,2693,Lazy,136481,0.346064713,0.923219471,,,
121962,1596,Fine,136841,-0.207083333,0.802083333,,,
121962,1854,Keen,137401,-0.111228551,-0.848022792,,,
121962,3011,Anxious,141441,0.077916667,-0.9275,,,
121962,2166,Cross,136521,0.202169975,-0.46791342,,,
121962,54168,Focused,136561,-0.291561021,-0.464424149,,,
121962,1862,Sensible,334841,-0.062268899,0.57756811,,,
121962,1736,Ready,126761,-0.45875,0.535,,,
121962,2241,Tired,129081,0.0475,0.605416667,,,
121962,2263,Drained,129241,0.416666667,0.96625,,,
121962,1515,Relieved,129641,-0.317374531,0.790286946,,,
121962,1351,Motivated,131401,-0.72375,-0.71875,,,
121962,2241,Tired,131441,0.0475,0.605416667,,,
121962,2019,Sufficient,131521,-0.805833333,0.696666667,,,
121962,2141,Panicky,132561,0.442368242,-0.962351321,,,
121962,2178,Tense,132601,0.1075,-0.469583333,,,
121962,54164,Excited,132641,-0.724519587,-0.963555718,,,
121962,1515,Relieved,132681,-0.317374531,0.790286946,,,
121962,1349,Engaged,133361,-0.181506014,-0.580540886,,,
121962,1934,Brilliant,135641,-0.559018989,-0.558507725,,,
121962,1474,Capable,135681,-0.059936935,-0.045200221,,,
121962,1428,Efficient,135721,-0.461137434,-0.710169205,,,
121962,3011,Anxious,136881,0.077916667,-0.9275,,,
121962,3011,Anxious,136921,0.077916667,-0.9275,,,
121962,2131,Jittery,136961,0.169763578,-0.545608435,,,
121962,1591,Smart,138441,-0.286695927,-0.189621122,,,
121962,2987,Resferber,140641,0.050488115,-0.620135573,,,
121962,1518,Sleepy,140721,-0.185,0.922083333,,,
121962,1657,Reasonable,144001,-0.1675,0.542916667,,,
121962,2298,Livid,144041,0.8075,-0.71375,,,
121962,1596,Fine,144321,-0.207083333,0.802083333,,,
121962,2178,Tense,144561,0.1075,-0.469583333,,,
121962,1469,Anticipation,148081,-0.165,-0.46125,,,
121962,1514,Relaxed,148521,-0.457560068,0.83008608,,,
121962,1821,Energized,150121,-0.547747544,-0.810497993,,,
121962,2564,Fed up,153481,0.053685017,0.582191527,,,
121962,1405,Good,160281,-0.667053384,0.286876039,,,
121962,2141,Panicky,160321,0.442368242,-0.962351321,,,
121962,1761,Calm,160361,-0.282977996,0.969595123,,,
121962,1321,Exuberant,160401,-0.934753215,-0.829591051,,,
121962,2091,Alright,161841,-0.0725379,0.82853573,,,
121962,1430,Hopeful,162241,-0.385734073,-0.548946,,,
121962,54161,Content,162641,-0.951802439,0.542404995,,,
121962,1638,Enough,164921,-0.546089315,0.437985701,,,
121962,54253,Foreboding,165441,0.055,-0.783333333,,,
121962,1821,Energized,166801,-0.547747544,-0.810497993,,,
121962,2241,Tired,169121,0.0475,0.605416667,,,
121962,54179,Angry,170121,0.599348418,-0.716565343,,,
121962,2036,Purposeful,171041,-0.856952085,-0.194453554,,,
121962,54169,Interested,174881,-0.1875,0.029166667,,,
121962,1430,Hopeful,175521,-0.385734073,-0.548946,,,
121962,1469,Anticipation,175881,-0.165,-0.46125,,,
121962,1596,Fine,186481,-0.207083333,0.802083333,,,
121962,1385,Sure,187121,-0.560527039,-0.194265455,,,
121962,1436,Warm,187961,-0.357588458,0.129757571,,,
121962,2091,Alright,188281,-0.0725379,0.82853573,,,
121962,1469,Anticipation,189161,-0.165,-0.46125,,,
121962,1854,Keen,192761,-0.111228551,-0.848022792,,,
121962,1819,Driven,192801,-0.288262275,-0.844900418,,,
121962,1701,Willing,198201,-0.563621468,0.031820083,,,
121962,3009,OK,202801,-0.33,-0.385,,,
121962,1336,Enthusiastic,205041,-0.694485227,-0.827490484,,,
121962,1349,Engaged,205045,-0.181506014,-0.580540886,,,
121962,54168,Focused,205046,-0.291561021,-0.464424149,,,
121962,1596,Fine,211841,-0.207083333,0.802083333,,,
121962,1638,Enough,211881,-0.546089315,0.437985701,,,
121962,2134,Worried,211921,0.040484754,-0.712613473,,,
121962,1442,Creative,213161,-0.448075266,-0.300566715,,,
121962,1442,Creative,213641,-0.448075266,-0.300566715,,,
121962,54168,Focused,213681,-0.291561021,-0.464424149,,,
121962,1429,Fulfilled,213721,-0.29,-0.592083333,,,
121962,1514,Relaxed,213761,-0.457560068,0.83008608,,,
121962,1366,Loved,214561,-0.802837292,-0.161599225,,,
121962,1390,Appreciated,215281,-0.925482039,0.107774053,,,
121962,1369,Optimistic,215321,-0.963315931,-0.211659282,,,
121962,2131,Jittery,215361,0.169763578,-0.545608435,,,
121962,2082,Supportive,220161,-0.282708588,0.053396046,,,
121962,1735,Productive,220641,-0.545653529,-0.454313721,,,
121962,1369,Optimistic,224681,-0.963315931,-0.211659282,,,
121962,54251,Angst,231201,0.1125,-0.995,,,
121962,2398,Despondent,231241,0.708708043,0.956696434,,,
121962,2066,Compliant,234281,-0.1587794,0.552957268,,,
121962,1514,Relaxed,237241,-0.457560068,0.83008608,,,
121962,54168,Focused,238561,-0.291561021,-0.464424149,,,
121962,1735,Productive,238601,-0.545653529,-0.454313721,,,
121962,2241,Tired,238641,0.0475,0.605416667,,,
121962,2693,Lazy,238961,0.346064713,0.923219471,,,
121962,2091,Alright,239881,-0.0725379,0.82853573,,,
121962,2417,Stressed,245241,0.5425,-0.465,,,
121962,54174,Irritable,246441,0.21497251,-0.799339691,,,
121962,2704,Cautious,253525,0.046666667,0.092083333,,,
121962,2262,Exhausted,254321,0.344166667,0.78125,,,
121962,1405,Good,256724,-0.667053384,0.286876039,,,
121962,1819,Driven,256881,-0.288262275,-0.844900418,,,
121962,1941,Buzzing,256921,-0.531335718,-0.661022109,,,
121962,1351,Motivated,262121,-0.72375,-0.71875,,,
121962,54192,Marvelous,262161,-0.6775,-0.6975,,,
121962,54288,Heeded,262601,0.225,0.01,,,
121962,2178,Tense,263641,0.1075,-0.469583333,,,
121962,1504,Quiet,266921,-0.046666667,0.459583333,,,
121962,2133,Impatient,268561,0.188053258,-0.683219159,,,
121962,2241,Tired,274041,0.0475,0.605416667,,,
121962,1472,Competent,275681,-0.01738841,-0.194960609,,,
121962,2150,Hassled,279241,0.316605381,-0.547306076,,,
121962,2197,Unsure,280521,0.055416667,0.204583333,,,
121962,1596,Fine,281281,-0.207083333,0.802083333,,,
121962,2019,Sufficient,282281,-0.805833333,0.696666667,,,
121962,1497,Fortunate,282561,-0.463402296,0.319104949,,,
121962,54164,Excited,282601,-0.724519587,-0.963555718,,,
121962,54172,Nervous,282641,0.051804421,-0.812371546,,,
121962,3011,Anxious,282681,0.077916667,-0.9275,,,
121962,1761,Calm,282721,-0.282977996,0.969595123,,,
121962,1429,Fulfilled,283361,-0.29,-0.592083333,,,
121962,2241,Tired,283401,0.0475,0.605416667,,,
121962,1657,Reasonable,287241,-0.1675,0.542916667,,,
121962,1732,Free,287281,-0.183415163,-0.07863094,,,
121962,2241,Tired,287561,0.0475,0.605416667,,,
121962,2567,Struggling,287601,0.345576231,0.169563897,,,
121962,2241,Tired,287602,0.0475,0.605416667,,,
121962,1830,Methodical,288401,-0.289973849,0.202565822,,,
121962,2190,Unsettled,288921,0.171666667,0.208333333,,,
121962,2564,Fed up,289161,0.053685017,0.582191527,,,
121962,1912,Chilled,289201,-0.647977421,0.683756749,,,
121962,1735,Productive,290361,-0.545653529,-0.454313721,,,
121962,1499,Thoughtful,290401,-0.100478149,0.060245873,,,
121962,2156,Skeptical,290441,0.160833333,0.028333333,,,
121962,1430,Hopeful,290601,-0.385734073,-0.548946,,,
121962,54171,Surprised,292481,-0.076811003,-0.701810604,,,
121962,1514,Relaxed,292521,-0.457560068,0.83008608,,,
121962,2241,Tired,294801,0.0475,0.605416667,,,
121962,1657,Reasonable,295481,-0.1675,0.542916667,,,
121962,54168,Focused,297761,-0.291561021,-0.464424149,,,
121962,2171,Concerned,299561,0.4075,-0.419583333,,,
121962,1821,Energized,299801,-0.547747544,-0.810497993,,,
121962,2730,Down,300401,0.358436608,0.644094398,,,
121962,2136,Pissed off,302361,0.433059832,-0.930397811,,,
121962,2203,Confused,303841,0.08875,0.28125,,,
121962,222841,Uplifted,305801,-0.323333333,-0.58,,,
121962,1427,Strong,305841,-0.443056754,-0.664061541,,,
121962,1485,Satisfied,305881,-0.287497787,0.203496372,,,
121962,1986,Proud,306161,-0.893762791,0.198517378,,,
121962,1449,Accomplished,306201,-0.416478533,-0.104288972,,,
121962,2241,Tired,306241,0.0475,0.605416667,,,
121962,1596,Fine,306281,-0.207083333,0.802083333,,,
121962,1348,Joy,306961,-0.620343807,-0.62656671,,,
121962,2241,Tired,308241,0.0475,0.605416667,,,
121962,2630,Edgy,308281,0.105849708,-0.326869343,,,
121962,1336,Enthusiastic,310081,-0.694485227,-0.827490484,,,
121962,54236,Co-operative,310161,-0.115,-0.21,,,
121962,1816,Conscious,310201,-0.104235079,-0.279608518,,,
121962,1854,Keen,316041,-0.111228551,-0.848022792,,,
121962,1437,Busy,316081,-0.192083333,-0.68,,,
121962,2262,Exhausted,316841,0.344166667,0.78125,,,
121962,54169,Interested,320641,-0.1875,0.029166667,,,
121962,1998,Communicative,320681,-0.164705901,-0.095524743,,,
121962,2139,Annoyed,320721,0.385442632,-0.95851905,,,
121962,1482,Committed,320761,-0.29695188,0.040830525,,,
121962,1349,Engaged,323321,-0.181506014,-0.580540886,,,
121962,54172,Nervous,323361,0.051804421,-0.812371546,,,
121962,2139,Annoyed,323401,0.385442632,-0.95851905,,,
121962,1359,Compassionate,323441,-0.9275,-0.05375,,,
121962,2241,Tired,325401,0.0475,0.605416667,,,
121962,1369,Optimistic,325402,-0.963315931,-0.211659282,,,
121962,1405,Good,325403,-0.667053384,0.286876039,,,
121962,1518,Sleepy,325441,-0.185,0.922083333,,,
121962,1732,Free,325481,-0.183415163,-0.07863094,,,
121962,2136,Pissed off,325521,0.433059832,-0.930397811,,,
121962,2226,Unappreciated,325601,0.321075032,0.20098209,,,
121962,3012,Curious,327241,-0.460833333,0.037083333,,,
121962,80401,Agnosthesia,329921,0.086666667,0.17,,,
121962,1351,Motivated,329961,-0.72375,-0.71875,,,
121962,54164,Excited,330001,-0.724519587,-0.963555718,,,
121962,1986,Proud,330041,-0.893762791,0.198517378,,,
121962,1657,Reasonable,330961,-0.1675,0.542916667,,,
121962,54169,Interested,334881,-0.1875,0.029166667,,,
121962,54175,Criticised,334921,0.322083333,-0.47,,,
121962,54310,Hostile,334961,0.530833333,-0.544166667,,,
121962,54176,Defensive,335001,0.313221055,-0.040440173,,,
121962,1986,Proud,335041,-0.893762791,0.198517378,,,
121962,2134,Worried,335081,0.040484754,-0.712613473,,,
121962,1371,Resolute,335121,-0.072083333,-0.220416667,,,
121962,1854,Keen,335161,-0.111228551,-0.848022792,,,
121962,54172,Nervous,335881,0.051804421,-0.812371546,,,
121962,1657,Reasonable,346481,-0.1675,0.542916667,,,
121962,1451,Amiable,347401,-0.419868896,-0.207806478,,,
121962,1484,Secure,347441,-0.426356193,0.160556045,,,
121962,117721,Centered,347481,-0.48,0.02,,,
121962,54374,Incandescent,347521,0.285,-0.685,,,
121962,1449,Accomplished,348241,-0.416478533,-0.104288972,,,
121962,1735,Productive,348281,-0.545653529,-0.454313721,,,
121962,1351,Motivated,348601,-0.72375,-0.71875,,,
121962,2666,Fretting,348641,0.043311018,-0.573501779,,,
121962,2140,Irritated,348681,0.326156685,-0.842270933,,,
121962,3011,Anxious,349041,0.077916667,-0.9275,,,
121962,2820,Pessimistic,350201,0.335,0.282083333,,,
121962,1986,Proud,351681,-0.893762791,0.198517378,,,
121962,1514,Relaxed,351721,-0.457560068,0.83008608,,,
121962,1441,Brave,355161,-0.291031364,-0.351270857,,,
121962,54168,Focused,355201,-0.291561021,-0.464424149,,,
121962,2499,Adversity,355241,0.142950735,-0.613077493,,,
121962,2502,Dozy,355281,0.083065109,0.634284672,,,
121962,54169,Interested,355721,-0.1875,0.029166667,,,
121962,2178,Tense,360121,0.1075,-0.469583333,,,
121962,58521,Resilient,360161,-0.373333333,-0.566666667,,,
121962,80721,Apomakrysmenophobia,360201,0.196666667,0.313333333,,,
121962,1681,Reserved,360241,-0.071933052,0.696756648,,,
121962,1369,Optimistic,361201,-0.963315931,-0.211659282,,,
121962,1430,Hopeful,362881,-0.385734073,-0.548946,,,
121962,1735,Productive,362921,-0.545653529,-0.454313721,,,
121962,2136,Pissed off,362961,0.433059832,-0.930397811,,,
121962,2730,Down,363761,0.358436608,0.644094398,,,
121962,2243,Fatigued,363921,0.199444696,0.682573863,,,
121962,2244,Hurt,363961,0.203437596,0.540415738,,,
121962,54173,Agitated,364281,0.177346473,-0.956259246,,,
121962,1649,Careful,366761,-0.028134089,-0.155018809,,,
121962,81401,Nementia,370721,0.2,-0.04,,,
121962,2364,Sadness,373681,0.969916444,0.133689331,,,
121962,2171,Concerned,373721,0.4075,-0.419583333,,,
121962,1986,Proud,373761,-0.893762791,0.198517378,,,
121962,54171,Surprised,373801,-0.076811003,-0.701810604,,,
121962,1789,Boosted,373841,-0.151399532,-0.587660299,,,
121962,54164,Excited,373881,-0.724519587,-0.963555718,,,
121962,2783,Defeatist,374361,0.473606688,0.287233329,,,
121962,2754,Disbelief,376081,0.093524546,-0.153308622,,,
121962,341001,Upbeat,376121,-0.306666667,-0.223333333,,,
121962,2820,Pessimistic,379361,0.335,0.282083333,,,
121962,1474,Capable,379401,-0.059936935,-0.045200221,,,
121962,342001,Better,379441,-0.216666667,-0.223333333,,,
121962,2228,Burdened,379481,0.353177508,0.093272968,,,
121962,2417,Stressed,380761,0.5425,-0.465,,,
121962,1591,Smart,385841,-0.286695927,-0.189621122,,,
121962,341001,Upbeat,385881,-0.306666667,-0.223333333,,,
121962,2417,Stressed,385921,0.5425,-0.465,,,
121962,2310,Rejected,385961,0.54107654,-0.557392703,,,
121962,3011,Anxious,386201,0.077916667,-0.9275,,,
121962,2178,Tense,390001,0.1075,-0.469583333,,,
121962,54168,Focused,390041,-0.291561021,-0.464424149,,,
121962,222841,Uplifted,390081,-0.323333333,-0.58,,,
121962,2134,Worried,390241,0.040484754,-0.712613473,,,
121962,54253,Foreboding,390281,0.055,-0.783333333,,,
121962,1438,Pleased,390361,-0.565590817,0.192935363,,,
121962,1515,Relieved,390401,-0.317374531,0.790286946,,,
121962,2830,Incredulous,390441,0.015739228,-0.727160226,,,
121962,1884,Principled,390481,-0.311384373,0.24304663,,,
121962,2134,Worried,390521,0.040484754,-0.712613473,,,
121962,2704,Cautious,391241,0.046666667,0.092083333,,,
121962,1498,Reassured,391281,-0.394250612,0.40031566,,,
121962,54253,Foreboding,391361,0.055,-0.783333333,,,
121962,1390,Appreciated,392041,-0.925482039,0.107774053,,,
121962,54164,Excited,392081,-0.724519587,-0.963555718,,,
121962,2500,Aspiration,392121,-0.220906327,-0.375299151,,,
121962,3010,Frustrated,392161,0.294441313,-0.927772883,,,
121962,2395,Overwhelmed,392201,0.594507399,0.64256027,,,
121962,2532,Vacuous,392241,0.646538498,0.650548163,,,
